Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3EGKbDLohEgURynV6OOPct,"6lYsQ95UpniHzBNe4w8iSp","Never Thought","Never Thought","ayeeii & mikey 2x",2018,203415,0,spotify:user:predict0,2018-03-18T15:22:08Z,"",0.514,0.836,0,-5.097,1,0.282,0.0473,0.000357,0.127,0.774,169.954,4
5Rs3ZOwVSEF8IQSSfA0ptI,"25Z98fpYP2thE1lWZ9t5eq","Done","Done","Young Jasper",2018-02-25,122485,0,spotify:user:predict0,2018-03-18T15:22:08Z,"vapor trap",0.663,0.525,0,-12.372,1,0.328,0.378,0,0.123,0.659,160.327,4
4HA4jAtliqCZSVGaqDyML3,"3Pc3LmQ8Bq2IZuwZRYmwpK,5rDXcEIODl8TgGTgrntnjX","Mimosa (feat. Rexx Life Raj)","Mimosa (feat. Rexx Life Raj)","Dante Ryan,Rexx Life Raj",2018-02-27,259163,6,spotify:user:predict0,2018-03-18T15:22:08Z,"alternative r&b,cali rap,pop rap,trap soul,underground hip hop",0.734,0.6,8,-4.249,1,0.298,0.275,0,0.0711,0.504,159.966,4
1VEOFyVx6GPmkxqFgMojXL,"2uswTgrrup5AxEu4ke2tks","Don't Trip","Cocoons","Ajani Jones",2018-03-02,196661,2,spotify:user:predict0,2018-03-18T15:22:08Z,"chicago rap",0.578,0.566,1,-8.312,1,0.506,0.457,0,0.105,0.298,178.134,4
5jSX6X1gxMx6NhL1nbcn3S,"2PmOW1kGmHQ19WioEfLJcN","Mesa","Mesa","Hark Madley",2018-03-01,189186,0,spotify:user:predict0,2018-03-18T15:22:08Z,"modular synth",0.318,0.372,1,-10.541,1,0.0664,0.949,0.333,0.117,0.0887,127.873,3
7kLZhlDlFYvgdKvGPOlhDd,"6lAzHFVXFnFOc3AsBlDffR","Baby Only You & I","Baby Only You & I","Anemone",2018-03-07,219050,0,spotify:user:predict0,2018-03-18T15:22:08Z,"canadian psychedelic rock,montreal indie,quebec indie",0.53,0.661,8,-7.469,0,0.0277,0.0811,0.00171,0.101,0.592,142.029,4
3nLrXBLYDtrpZc0urulRU4,"3uwAm6vQy7kWPS2bciKWx9","summer depression","summer depression","girl in red",2018-03-03,151693,0,spotify:user:predict0,2018-03-18T15:22:08Z,"bedroom pop,bubblegrunge,indie pop,norwegian indie,pop",0.691,0.306,9,-15.651,1,0.0544,0.632,0.479,0.108,0.62,129.929,4
3QRwH78kdb7IAgs2v1zbNS,"40wJiyTgK3egckAlDOp1ea","Terribly True","Terribly True","Deanna Petcoff",2018-03-02,243889,0,spotify:user:predict0,2018-03-18T15:22:08Z,"toronto indie",0.607,0.56,4,-7.603,1,0.0327,0.364,0.0000999,0.138,0.485,125.103,4
1LKRnFOCwT8NuOuIq1LnzW,"0QMNhrj5d6CkY4JJVL0eqU","Get over You","Get over You","Lydia Evangeline",2018-03-02,186075,0,spotify:user:predict0,2018-03-18T15:22:08Z,"brighton indie",0.424,0.271,0,-8.763,1,0.0998,0.746,0.0000561,0.122,0.216,79.149,3
1v4y7SgbHM5FTehLhpRGkw,"11ca7LPBHIj9wseWsIwixi","Point de vue","feu doux","feu doux",2018-02-23,246750,7,spotify:user:predict0,2018-03-18T15:22:08Z,"",0.3,0.229,2,-16.914,1,0.0627,0.938,0.831,0.102,0.0442,141.819,4
6GaZ0rNfcEAZUNHPLB4hI0,"0EWso3RgBGRtPB29jaoCXP,7KbY6uJv0jwIZFLxI3kG5W","Absence of Light","Rush","Tristan Wells,Sarah Skinner",2018-03-02,212040,16,spotify:user:predict0,2018-03-18T15:22:08Z,"la pop,indie electropop",0.708,0.53,9,-9.946,0,0.0333,0.184,0.00176,0.0663,0.532,129.986,4
0b3Yt17w00pGSNBzCnpzb4,"6ZYpTpvAwv0T78s6Ueh5g1","Osmosis","Loosies","Cutouts",2018-02-23,198337,0,spotify:user:predict0,2018-03-18T15:22:08Z,"",0.291,0.205,1,-11.879,1,0.0321,0.928,0.0018,0.0945,0.0844,99.444,4
6Y0xPGKwbfUwjmOSOwdxGz,"0UIQXpn5oXhmpgbUDFzaLb","Young","Young","Sun June",2018-03-05,157213,0,spotify:user:predict0,2018-03-18T15:22:08Z,"austin americana,bubblegrunge,indie folk,indie pop",0.664,0.401,9,-9.245,1,0.0376,0.196,0.166,0.109,0.749,134.809,4
5S5mMcHsiOKis0ljv2oP3x,"0TqfIpfq65gBiU4m7BCe0O","Mother","Mother","Tallies",2018-03-02,259038,0,spotify:user:predict0,2018-03-18T15:22:08Z,"canadian shoegaze",0.528,0.904,9,-6.491,1,0.036,0.0147,0.302,0.199,0.933,151.891,4
3Vwx7wGYnq3xSnQt8tuWVM,"6EMIaxHWKpKECFjDKOqHfO","Over My Head","Over My Head","Kluster",2018-02-28,205000,0,spotify:user:predict0,2018-03-18T15:22:08Z,"malmo indie",0.414,0.625,7,-11.666,1,0.0341,0.0000962,0.00363,0.0366,0.287,95.86,4
0e3NVzKyMXePILFhtZKws7,"2pXbBWkM3U1qgnwV3i75rj","Small Talk","Small Talk","Girl Crush",2018-03-06,196800,8,spotify:user:predict0,2018-03-18T15:22:08Z,"modern alternative pop",0.653,0.595,8,-10.339,1,0.0351,0.0184,0.000142,0.237,0.2,99.992,4
4K6fyJeKFeO311ably26dX,"4XAj4OqOBRYiYqeliUTS8P","Castle Owner","Castle Owner","Le Dom",2018-03-02,303294,0,spotify:user:predict0,2018-03-18T15:22:08Z,"experimental club",0.545,0.585,3,-6.329,1,0.0773,0.0129,0.531,0.148,0.159,127.859,4
698hG3XFI7zxTeqSrujENn,"7gaEghNXZVLCkSRupi15q7","Tsintskaro","Through the Dread Waste","Capac",2018-02-23,316500,0,spotify:user:predict0,2018-03-18T15:22:08Z,"",0.305,0.0148,5,-27.464,0,0.0338,0.975,0.885,0.195,0.0343,67.167,4
4JPkPDfCGjtfeSlXiZDpsz,"2UnmGif8M5Hb5doxZIIDKR","Copacabana","Copacabana","Hamond",2018-02-26,180290,0,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.634,0.487,11,-5.184,0,0.378,0.411,0,0.0612,0.769,109.316,3
14SKtbiewYxcPmxTvgyOEG,"2ums0zsrtQqsI77ol2KIRt","I'm So Cold","DWN2EARTH","Dwn2earth",2018-02-24,126990,30,spotify:user:predict0,2018-03-14T01:20:04Z,"trap soul",0.809,0.542,2,-7.289,1,0.0608,0.05,0.000401,0.114,0.364,78.053,4
42nBaYey0wriCAa94RxS15,"3ZPELd2uCgchQqhLgvrDrI","R","jon2","O3ohn",2018-02-20,159998,0,spotify:user:predict0,2018-03-14T01:20:04Z,"k-indie,korean pop",0.846,0.569,11,-6.741,1,0.048,0.0543,0.0556,0.122,0.821,100.036,4
5Bz4XOi2iNIdMdSmm7ziRy,"2lRRqJBopJfhZswiXar3a5","Could Be","Could Be","Lev Snowe",2018-02-24,341771,13,spotify:user:predict0,2018-03-14T01:20:04Z,"manitoba indie",0.463,0.725,6,-8.299,1,0.0359,0.00104,0.665,0.0648,0.351,80.536,4
3rfytf2ILkVXQQ5piu5olP,"2TiYyL6HAKPflofIq0sfwL","Nectarines","Nectarines","General Vibe",2018-02-26,184811,38,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.412,0.422,11,-9.668,0,0.0649,0.514,0.0136,0.117,0.122,105.099,4
0nXuqpkT3iLTaQlDC1vdLl,"5qeWpRuIDDT5BBPojh8afd","Eyes On Us","Amber Olivier","Amber Olivier",2018-02-16,142153,21,spotify:user:predict0,2018-03-14T01:20:04Z,"alternative r&b,uk contemporary r&b",0.795,0.541,1,-8.8,1,0.325,0.0429,0,0.34,0.89,86.589,5
0zBvsfGzOMtcq1AEnChuHX,"1WHlldQGCxvCPR3oaUQpxI","Talking Shit","Talking Shit","HAIZ",2018-02-16,201423,4,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.863,0.748,10,-4.132,0,0.0469,0.0399,0.0000318,0.332,0.339,102.015,4
7llGAeZeT3TuAGue8D8j7c,"1mNalEbDGiL0rHTGwagfr1","What Happened to Us","What Happened to Us","Jean Castel",2018-03-02,173157,0,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.783,0.558,0,-5.31,0,0.0496,0.128,0,0.15,0.748,102.115,4
3ksCO7ycQY9iKoYVD2tyie,"3g65HWtAf8uyVmpR4sRbrT","Younger","Younger","The Hails",2018-02-22,226774,43,spotify:user:predict0,2018-03-14T01:20:04Z,"gainesville indie",0.675,0.535,9,-4.146,1,0.0315,0.237,0.00000101,0.158,0.803,170.021,4
0Ajty4MnrgXEEyZUxb1U4S,"5YCia3zgXxdXMKePBNMkJk","Separate","Separate","92elm",2018-02-25,174461,0,spotify:user:predict0,2018-03-14T01:20:04Z,"future bass",0.498,0.542,3,-8.227,0,0.477,0.588,0.236,0.108,0.347,86.823,4
0sHXUCVWI77Cn2uJFpdURr,"5JBZrdeCKdPc2ScgCceX1s,1mOiWC7OH9ANUtt3vd0A10,5AUGML8ZDASEfiwqJS5gZv,4As1RAR0PcJElUDIhUA8rz","Quite Lifted","Quite Lifted","Kidaf,Shuko,Chelsea Reject,Shine Sinatra",2018-02-23,280520,0,spotify:user:predict0,2018-03-14T01:20:04Z,"chillhop,jazz boom bap,lo-fi jazzhop",0.677,0.868,7,-5.075,0,0.313,0.258,0,0.0973,0.554,154.285,4
4OIeKRaFGFJ3rrB2vMv1Ot,"6dsg1RGFKccmnrPanLBAHJ","Commando","Commando","Space Dolphin",2018-02-22,142040,8,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.873,0.659,6,-6.716,0,0.101,0.0886,0.0000036,0.0572,0.786,77.015,4
56EXNcPUGXj9nL7F0FULlh,"4bxDm8NJDuBiQLK5ku0Nlo","Distraction","Distraction","Ordnry Yngstr",2018-02-19,173324,2,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.681,0.249,0,-14.535,0,0.522,0.368,0.226,0.159,0.265,133.899,4
47gM6IQYTEhNwivw1YCuup,"0992VRpOtjqDFNoSHneK6L","To the Moon","To the Moon","Knife Girl",2018-02-23,246575,0,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.804,0.667,0,-7.677,1,0.352,0.0743,0.00000311,0.0458,0.5,145.905,4
6DWvs54WjxmZBzks6DVZdY,"0FVBV0tOAo6AWz8ecbKjY7,0fTav4sBLmYOAzKuJw0grL","Forever (feat. Mac Ayres)","Make It Hurt","Sydney Franklin,Mac Ayres",2018-02-23,156052,0,spotify:user:predict0,2018-03-14T01:20:04Z,"bedroom soul,alternative r&b,chill r&b,indie r&b,indie soul,pop,r&b",0.679,0.592,11,-5.521,0,0.12,0.82,0,0.183,0.618,138.063,4
70NmekPuWXPKFeXUiF7GHY,"3h48xoCYg5IZjpn8MNI6md","Sunny Days","Billie","Diana Hutch",2018-02-27,185813,5,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.537,0.488,8,-12.237,0,0.0293,0.00382,0.447,0.0985,0.269,162.274,1
4aLkLgqZj5cC4DmLRDYS7s,"2VUB65X1Ejr1VWUKRUyCoq","Soul Traveller","Soul Traveller","Emma Elisabeth",2018-03-02,225409,1,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.567,0.563,9,-7.341,0,0.0442,0.149,0.000212,0.0949,0.615,139.862,4
0dgb4KDBWL6SeujfTm7AFk,"0hZEO1Bl2QRGUaeeSLWDYN","Party for One","Party for One","Joseph Solomon",2018-03-02,245776,27,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.661,0.366,7,-9.361,1,0.169,0.511,0.000373,0.28,0.129,178.123,4
6HgNAjt5zvGy3YQfib9hbC,"6TTodsPqExnbUSmcdBVCk4","Take It Slow","Take It Slow","Xan Langston",2018-02-21,217730,0,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.65,0.449,1,-8.621,0,0.0411,0.0272,0.000341,0.0891,0.197,119.861,3
3Ooyq35xu1QeS4tbkxHGc1,"2zW7AG2w78uOZKfJnLo7sn,4E6CQqejmLT2xAmyZCuwrC,2c8n0uEGtZxolOWtE1dySR","Too Thirsty","Too Thirsty","Mozado,Rosé,Kyle Bent",2018-03-02,245106,8,spotify:user:predict0,2018-03-14T01:20:04Z,"boston hip hop,deep underground hip hop,underground hip hop",0.89,0.439,1,-7.181,1,0.104,0.416,0.0000238,0.0773,0.503,106.028,4
72VwIfqnghdCSrPy0K0dNh,"3eKOuHhA56E8wYLVhc1Itc","Bloom","Bloom","Kiera Please",2018-02-27,185984,18,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.685,0.544,4,-6.68,0,0.0325,0.242,0.29,0.152,0.7,111.984,4
7tb1I5TLcf93FwWn4wU2k3,"21C9Dbg9CD3Dv8NaD7iW8e,5AcdyfWk19DsFqLUMUgtw2,2POqOOLcEH30IODCaW1Ytw","Ungrateful","BbyShoe","BbyMutha,$hoey,Michael Da Vinci",2018-02-22,220760,19,spotify:user:predict0,2018-03-14T01:20:04Z,"alternative r&b,escape room,tennessee hip hop,trap queen",0.656,0.579,8,-9.739,1,0.206,0.396,0,0.152,0.209,121.962,4
6p0y8GSjWELgUzkMLQCSyd,"3luuQQRuSBuDNnrkYvatnk","East LA Haze Dream","Pass If Music","Sam Gendel",2018-02-23,300515,0,spotify:user:predict0,2018-03-14T01:20:04Z,"fourth world,indie jazz,indie soul",0.202,0.455,5,-19.191,0,0.426,0.988,0.871,0.698,0.145,179.605,3
0JXjVxpHs2928SkoZJrVbw,"088WyovmVWZslBdffooyiN,746nA9NSKsqBDRk343UtkE","Wasn't Enough (feat. Chromonicci)","Aris Infinity","Klrx,chromonicci",2018-03-02,210848,9,spotify:user:predict0,2018-03-14T01:20:04Z,"chillhop,future bass",0.649,0.488,4,-8.297,0,0.0511,0.558,0.0018,0.0809,0.33,140.064,4
3AUexN9yFsan4Ddm9KGePh,"1tsNLehJWv67iMipy0WwQR","Shoreline","Shoreline","Third Attempt",2018-02-23,397431,0,spotify:user:predict0,2018-03-14T01:20:04Z,"norwegian house",0.785,0.545,1,-9.255,0,0.0547,0.106,0.826,0.32,0.423,119.02,4
7MdEmE8SP3JNx2utSeILb2,"6SovQYzixv3B3M1HWjbdLS","Vaporstep","Vaporstep EP","Thing",2018-02-26,223956,1,spotify:user:predict0,2018-03-14T01:20:04Z,"estonian electronic",0.711,0.857,1,-6.011,1,0.0594,0.00164,0.715,0.0717,0.753,173.968,4
3iZ4s6BO0wpnOEZhoVdsYE,"3rycBKlrX6egM4NyXhM8Xy","O.H.M.","O.H.M.","Couture",2018-02-26,304934,0,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.418,0.801,10,-10.812,0,0.122,0.0215,0.829,0.0431,0.441,221.924,5
4zHxer1hpYl7Ct2yO5GfvK,"7cQlIEll24mEd0eVdlIODL","Insekts","Insekts","Kypski",2018-02-23,253746,0,spotify:user:predict0,2018-03-14T01:20:04Z,"dutch experimental electronic",0.595,0.506,1,-9.524,1,0.102,0.411,0.845,0.11,0.533,127.055,5
2EecYffFBqS2sTprJXabvW,"7mTlijRgUDWcMA0tQegd0D","Mystery of Time","Cosmic Strings","Dopplar",2018-02-23,153000,36,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.133,0.222,0,-17.596,1,0.0386,0.908,0.592,0.0851,0.0374,69.662,4
7COAlMbj77YTILwILEJc8F,"0xccWqZC7obXWS8YmcejaH","Realm","5863","NSI.",2018-02-28,157633,2,spotify:user:predict0,2018-03-14T01:20:04Z,"",0.153,0.125,0,-19.739,1,0.0327,0.983,0.841,0.205,0.0369,175.083,4
2uNfTamf7GBOYTGlDRL4LF,"0glUNuyGWUn70JhLMARseD","Drama","Drama","Floyd Fuji",2018-02-14,205500,13,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.746,0.827,10,-7.718,0,0.12,0.0188,0.00000171,0.0941,0.917,80.02,4
0SOg0VldvpnbaPZfS4ZXgJ,"73BkLU3tOvi55IkQXWGFFy","Getaway","Getaway","Shibo",2018-02-13,136363,25,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.717,0.584,9,-5.793,0,0.0603,0.798,0.677,0.198,0.662,88.034,4
62O2K8WA6I4MT0TWhpwglH,"295fbqMsBG4wj25A4zuX6U","How To","How To","ADN",2018-02-16,188065,4,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.553,0.476,0,-7.06,1,0.229,0.264,0.000533,0.178,0.394,130.065,4
1OOIzNVWZuXBtuG376GQtD,"3l77fOfzwbhKnIKn32lwrR","You've Been My Girl","You've Been My Girl","Knox White",2018-02-16,226063,38,spotify:user:predict0,2018-03-06T17:44:18Z,"la pop",0.812,0.712,1,-6.019,0,0.0357,0.086,0.000125,0.195,0.645,105.006,4
2F5uOoQOZnNbV0qFY8p5iH,"5yNcIZz69fYkSRhiGoFx8T","Low Life","Low Life","Kate Teague",2018-02-19,212362,9,spotify:user:predict0,2018-03-06T17:44:18Z,"mississippi indie",0.229,0.64,4,-6.924,0,0.0393,0.148,0.522,0.164,0.364,150.18,4
2WGurb3xDNRLJxlNtw8hVF,"3zpGVsfbGWp8mwf3lNNfTq","Language of Love","Venus","Earth Girl Helen Brown",2018-02-14,326045,14,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.751,0.668,9,-9.78,0,0.0294,0.791,0.821,0.102,0.736,113.101,4
1j5yQt5PhUowZSpj6Lr1BJ,"2P5nu6GCjVReV48szUvmE1","Boo Hoo","Boo Hoo","Safa Gaw",2018-02-14,200930,41,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.693,0.727,4,-4.384,1,0.261,0.399,0,0.111,0.875,171.969,4
0aAmWQ1Rztl1oc4myi5Ov8,"3lBnXnf8hT2N3aK2qTs1pw","Nite Life","Nite Life","Jahsh Banks",2018-02-16,224186,0,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.624,0.504,8,-10.421,1,0.148,0.714,0.00000247,0.472,0.404,129.022,4
3qtSNPJsHWt6SzCsJxFyLw,"51kPCmCJ7rXClxKDc2r4RA","Diamond Chandeliers","Sweets EP","July 7",2018-02-23,193548,12,spotify:user:predict0,2018-03-06T17:44:18Z,"trap soul",0.434,0.474,8,-7.911,0,0.209,0.198,0,0.163,0.584,75.905,4
4TwFQpzVR47KLXwejQs5J1,"2WmNJhHXoynPVaAhut3PmC,57VBzAwp9W9OPvu3a3LyOq,484iG2bCh3RDFPRbf7LnsI,326XVpWdcX2Qe2Z1pstUoV","Portal (feat. Riz Fresco, Neana & TD_Nasty)","Portal (feat. Riz Fresco, Neana & TD_Nasty)","Gang Fatale,Riz Fresco,Neana,TD_Nasty",2018-02-23,252501,1,spotify:user:predict0,2018-03-06T17:44:18Z,"grimewave,vogue",0.323,0.291,2,-14.029,1,0.0489,0.887,0.688,0.187,0.124,76.459,4
65qxSIjP13dioahJb38GlM,"3AvH4XmhShv6OR9tj9rNQK","sUpa Ugly","Slush","God.Damn.Chan",2018-02-23,196897,0,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.602,0.681,2,-12.059,1,0.0648,0.634,0.806,0.086,0.318,64.994,4
5UTbwnxRh9DUFMKHS4ebMR,"1SJGSpcTbS8Y3s0BwHWfwe,1WJYSVWDW88M7GpjkFEL50","Dusk","Dusk","Whysp,Baribal",2018-02-15,255233,0,spotify:user:predict0,2018-03-06T17:44:18Z,"future bass",0.732,0.302,1,-14.041,1,0.186,0.617,0.272,0.118,0.236,90.042,4
29MyHIVuh2jrMIxFOVK4b0,"2X8aqXXVsPW1HhrAtjgXeF,1TBWWvhaT8b4ItnaIPrVNH,1UytzAp8ZnC60ZAMBROqW6","Give It Up","Give It Up","Yann Lauren,Wolfskind,Moli",2018-02-16,159252,17,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.887,0.441,8,-7.192,1,0.154,0.177,0,0.149,0.45,107.065,4
5YREQJO8jVZSCW1MpwTcMY,"2StukZYqvy5IZmVestMrWo","Fight or Flight Club","Fight or Flight Club","Madge",2018-02-14,151117,0,spotify:user:predict0,2018-03-06T17:44:18Z,"utah indie",0.518,0.873,8,-6.557,1,0.2,0.011,0.151,0.105,0.639,150.029,4
68PgM3ORNYfhr9iO9SaIeQ,"32hqJxuSnHgNqJnbW7itGU","Blue Cheese","Blue Cheese","Chez Ali",2018-02-13,266181,0,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.671,0.454,5,-10.255,1,0.0271,0.283,0.000189,0.11,0.458,82.506,3
20gdor2Dl8DBpmypivVggq,"3ZiTNq2O8JZkaeIQgzp94r","Crypt","Wish You Hadn't","Corey Flood",2018-02-23,160437,0,spotify:user:predict0,2018-03-06T17:44:18Z,"bubblegrunge",0.705,0.784,11,-8.352,0,0.0371,0.0569,0.848,0.138,0.9,123.467,4
7klE1YD1Heozq0cacdeWOs,"0wwzULgGSIjfhB2mwZ0NlA","Middle Man","Middle Man","Pleasure Heads",2018-02-16,182343,0,spotify:user:predict0,2018-03-06T17:44:18Z,"glasgow indie,scottish indie rock",0.505,0.73,4,-6.002,1,0.0307,0.00000644,0.00192,0.305,0.549,127.949,4
6JlQBrHGU2FTtyqR7xqQMu,"699lZFg1YHsQCg9WOQkecl","Homowo","Homowo","Basa Basa",2018-02-13,371731,30,spotify:user:predict0,2018-03-06T17:44:18Z,"afro-funk",0.585,0.737,2,-8.037,1,0.0383,0.00381,0.0643,0.521,0.826,131.161,4
72qX8nDHdVI9nzqdoVt49D,"1iXOVJmuFDuWFHcBih2ruj,3EpohDnrFdsgQj03BOsPUf,7mNbdeyJciRgGH9Keee0SU,1Hn882Zv3QwiaPq86Itjjf","Without You","Run boy, run","GURLS,Ellen Andrea Wang,Hanna Paulsberg,Rohey Taalah",2018-02-16,352813,0,spotify:user:predict0,2018-03-06T17:44:18Z,"experimental jazz,norwegian contemporary jazz,jazz double bass,norwegian jazz",0.468,0.156,1,-11.701,1,0.128,0.751,0.000897,0.117,0.169,179.828,4
1oCuSVUtVHStzq5faU4LGC,"4ebKlOJFmoNuBQLKSEGDuH","Nothing's Changed","Nothing's Changed","Isaac Waddington",2018-02-21,177329,0,spotify:user:predict0,2018-03-06T17:44:18Z,"pop soul,uk contemporary r&b",0.732,0.317,8,-9.899,1,0.0783,0.443,0.0000596,0.0757,0.503,76.99,4
4D7WF3MHAEUYTrASgvBeOy,"746nA9NSKsqBDRk343UtkE","Into Me.","Into Me.","chromonicci",2018-02-13,222545,34,spotify:user:predict0,2018-03-06T17:44:18Z,"chillhop,future bass",0.807,0.493,2,-7.383,0,0.34,0.151,0.00000117,0.119,0.333,109.947,4
1uikynHIjRU9MnpC1dP8Mx,"3kUsGjBq3WOqJ4LO3b0u4C","blessence","blessence","Kuiters",2018-02-13,184427,0,spotify:user:predict0,2018-03-06T17:44:18Z,"future bass",0.819,0.459,5,-11.361,0,0.0425,0.46,0.0399,0.32,0.568,94.995,4
5UdMVrpfO5lZVEEhIxmsmT,"5Txlp4Pwg0rWyrIQaqnAUG","Stasiphobia: The Sunset [-3]","Stasiphobia: The Sunset [-3]","Gracy Hopkins",2018-02-23,156000,19,spotify:user:predict0,2018-03-06T17:44:18Z,"rap francais nouvelle vague",0.676,0.576,5,-8.45,1,0.389,0.401,0,0.0618,0.566,100.025,4
1g1dmN4V6xf46bFIFGPFoz,"3gVs02kUSkMOkErgzttj7T,3GFO1X5LAHduvR314sXnqI","I Really Loved You (feat. Sam Rui)","Unrequited Love (feat. Sam Rui)","Fudasca,Sam Rui",2018-02-15,93196,0,spotify:user:predict0,2018-03-06T17:44:18Z,"emo rap,sad lo-fi,sad rap,singaporean pop",0.904,0.299,11,-12.322,1,0.0985,0.51,0.12,0.23,0.84,113.981,4
3z7BTaXr5U273eXviBVcuy,"5qeWpRuIDDT5BBPojh8afd","When It's Over","Amber Olivier","Amber Olivier",2018-02-16,147100,34,spotify:user:predict0,2018-03-06T17:44:18Z,"alternative r&b,uk contemporary r&b",0.73,0.599,3,-5.764,0,0.127,0.538,0.00774,0.153,0.217,92.035,4
5BlOQvNCiZmYuJHu7IVr7W,"2qTAm2DWBKW0DtfbX0s8UI","Nostalgia","Nostalgia","Liv France",2018-02-18,190454,15,spotify:user:predict0,2018-03-06T17:44:18Z,"nz pop",0.682,0.389,6,-9.888,1,0.0442,0.455,0,0.138,0.482,131.958,4
4Q0wH14LPJkzMIs9iALpKV,"49H7TP0j57PzefFWfHZGJb","Leap Of Love","Leap Of Love","John Moods",2018-02-16,228374,7,spotify:user:predict0,2018-03-06T17:44:18Z,"german indie pop",0.605,0.291,10,-13.215,0,0.0268,0.773,0.331,0.12,0.196,83.985,4
3Bfj5QTWrBYA3PbmwCxvaG,"5Kbx8AkkM7259YdQh4rTdX","Algernon","Algernon","A Beacon School",2018-02-16,253277,0,spotify:user:predict0,2018-03-06T17:44:18Z,"brooklyn indie",0.493,0.666,1,-7.238,1,0.0274,0.00116,0.835,0.258,0.269,113.083,4
6cfi6UC5PJ1BOiB9HKH5Ko,"7Fc3ZYvTKES9TZlWvktNqI","Innocent","Innocent","National Perks",2018-03-27,256901,3,spotify:user:predict0,2018-03-06T17:44:18Z,"indonesian indie rock,indonesian shoegaze",0.46,0.807,0,-9.122,1,0.0531,0.07,0.851,0.0818,0.53,142.035,4
67ZUpL6lz9enTgFVaMNuD9,"4mCkNBUkPv4XYuFo3BEB6R,3mhteIkcexCtGabHwV0GsP","Large Suess Plant","Thoughts Of A Dot As It Travels A Surface","CV,JAB",2018-02-23,166750,3,spotify:user:predict0,2018-03-06T17:44:18Z,"ambient",0.13,0.0475,0,-30.505,0,0.0428,0.992,0.854,0.187,0.0303,65.047,4
0Q0CYMIJsrLvzfsnai16J7,"2Fjp29AXxObfn0NV1HSf0v","Know the World","House in the Wave","Primitive Motion",2018-02-23,329404,0,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.309,0.159,0,-18.64,1,0.0397,0.996,0.881,0.33,0.0768,59.235,4
1RAnpflFx5T7wjZhwDsUxN,"2jEGnt19huXfA1bpFrWejO","Soul Mirage","Tale of Tales: Chapter 2","Moony Me",2018-02-19,360637,2,spotify:user:predict0,2018-03-06T17:44:18Z,"",0.831,0.904,1,-11.93,0,0.159,0.11,0.357,0.376,0.106,119.018,4
4QmOn9oktXQ5RLmr8Y1ZN3,"52K6c81G4ugTvEoBWRdQis","20:02 [3] starts logging #public","Agent Im Objekt","Jung An Tagen",2018-02-23,162466,0,spotify:user:predict0,2018-03-06T17:44:18Z,"experimental synth",0.383,0.661,2,-7.87,1,0.0408,0.00102,0.34,0.0852,0.0633,129.939,4
0ABb9XjQCeeW48NDkaFPSh,"4QJ9l39vFGrG8dtJzOp3Zb","Black Snow","Donkey Fight","Cocktail Party Effect",2018-02-16,414510,0,spotify:user:predict0,2018-03-06T17:44:18Z,"experimental club",0.74,0.882,5,-8.65,0,0.0434,0.146,0.899,0.113,0.0502,129.988,4
4tjUjQqiugA5aVJvQm1zXx,"2eTwRC3JkfqTGaVs4UCkie,3NZ9es211ktSXEQS1JRirK","Youtreatme","Youtreatme","Leyma,Amyyoung",2018-02-03,191150,23,spotify:user:predict0,2018-02-26T20:34:31Z,"",0.805,0.342,7,-12.614,1,0.0661,0.636,0.000451,0.0972,0.606,112.882,4
1ciikdXgjpXYlmkxiy22oM,"2Cn7Bt3a2QtoJnX6lkJN8y","Days","Days","Sam Florian",2018-02-02,193000,11,spotify:user:predict0,2018-02-26T20:34:31Z,"bedroom pop",0.808,0.364,6,-12.512,1,0.0292,0.515,0.0000101,0.103,0.673,94.971,4
